Accession,Protein Name,Description,Gene Name,XIC S03,XIC S03bis,XIC S04,XIC S05,XIC S06,XIC S06bis,XIC S07,XIC S07bis,XIC S08,XIC S09,XIC S10,XIC S11,XIC S11bis,XIC S12,XIC S12bis,XIC S13,XIC S14,XIC S15
Q9Z2M6,UBL3_MOUSE,Ubiquitin-like protein 3 OS=Mus musculus OX=10090 ,Ubl3,,6700360,,5862970,9143300,3042310,9180190,4443120,3318730,,4860080,6386000,6466580,9096150,4978700,3648070,4275770,3701450
P21126,UBL4A_MOUSE,Ubiquitin-like protein 4A OS=Mus musculus OX=10090 ,Ubl4a,2449510,1343930,2530400,2993480,3173360,3123830,4099050,,,2406430,,3068970,,2525210,,3554530,,
Q91W67,UBL7_MOUSE,Ubiquitin-like protein 7 OS=Mus musculus OX=10090 ,Ubl7,1013810,,,,801586,,,,1081720,515667,,590943,,,,,,
Q8BGR9,UBCP1_MOUSE,Ubiquitin-like domain-containing CTD phosphatase 1 OS=Mus musculus OX=10090 ,Ublcp1,2899280,3350160,4872810,3841730,6041430,5803940,5774010,5511460,8857790,5220790,5380060,5114210,5759090,6091730,6056680,4236000,2657240,7692510
Q8R317,UBQL1_MOUSE,Ubiquilin-1 OS=Mus musculus OX=10090 ,Ubqln1,6478460,4959840,,6138690,5914710,6720190,8587530,6914600,4037590,28868100,6842620,6027180,6456110,7221500,6369160,6656210,7958300,6271440
Q9QZM0,UBQL2_MOUSE,Ubiquilin-2 OS=Mus musculus OX=10090 ,Ubqln2,8341820,6009210,9080410,9393600,9442220,9272900,13359000,7471480,8726040,9536790,7688320,7181040,8614840,8536670,7459410,7533930,7056730,15291400
Q99NB8,UBQL4_MOUSE,Ubiquilin-4 OS=Mus musculus OX=10090 ,Ubqln4,,,,1772140,,1555730,1856550,1499350,3590460,,1146620,,1242810,1840310,,1860630,,1521440
O70481,UBR1_MOUSE,E3 ubiquitin-protein ligase UBR1 OS=Mus musculus OX=10090 ,Ubr1,1016390,1713650,1486280,1409730,1319370,1077430,1667950,1754940,2011290,1448150,1419700,1310250,1253230,1106470,1669250,1554420,1450510,1722970
Q6WKZ8,UBR2_MOUSE,E3 ubiquitin-protein ligase UBR2 OS=Mus musculus OX=10090 ,Ubr2,,,,,564881,1115320,,,,,980160,412457,745553,708054,398772,,513910,798105
Q5U430,UBR3_MOUSE,E3 ubiquitin-protein ligase UBR3 OS=Mus musculus OX=10090 ,Ubr3,2555780,4964690,3385000,2938340,2563060,4348550,3368380,4178770,3424670,3545440,3308830,2229220,3507320,2506060,3590030,2666160,,4043080
A2AN08,UBR4_MOUSE,E3 ubiquitin-protein ligase UBR4 OS=Mus musculus OX=10090 ,Ubr4,5993100,5884480,5347260,4966580,5243870,5135300,5404630,6092050,4895730,5319620,6069190,5084480,5783170,5346590,5620850,4725940,5222060,5577260
P25976,UBF1_MOUSE,Nucleolar transcription factor 1 OS=Mus musculus OX=10090 ,Ubtf,847031,,1413460,835707,,1854920,933821,,859243,,1651250,,1891950,1530170,1251520,1156770,,1012030
Q922Y1,UBXN1_MOUSE,UBX domain-containing protein 1 OS=Mus musculus OX=10090 ,Ubxn1,10116200,25766100,19448600,21197400,20357700,20703500,19095700,21741900,28475600,21304400,20545000,19705000,20664500,17930700,22996900,26983000,19406600,22178300
Q8VCH8,UBXN4_MOUSE,UBX domain-containing protein 4 OS=Mus musculus OX=10090 ,Ubxn4,3143380,2891170,2356460,2623800,2389160,1522740,1839500,1468330,3207430,3344890,2372360,2421660,1024500,2124760,861603,2722020,1702850,1893970
Q99PL6,UBXN6_MOUSE,UBX domain-containing protein 6 OS=Mus musculus OX=10090 ,Ubxn6,5961010,4576600,3363270,5323110,7221990,6481950,7954700,6764060,5423810,2083180,5576340,6347920,6010850,6807860,7316920,7206730,6972610,6913150
Q6P5G6,UBXN7_MOUSE,UBX domain-containing protein 7 OS=Mus musculus OX=10090 ,Ubxn7,904035,681340,969298,1087420,900469,614423,920305,983542,,851665,952394,954604,750166,937746,1008540,799166,1039700,709397
Q9R0P9,UCHL1_MOUSE,Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Mus musculus OX=10090 ,Uchl1,617115000,548316000,597859000,646220000,641540000,279251000,592741000,498142000,770119000,612435000,655176000,633576000,255882000,659568000,565624000,849608000,564508000,784250000
Q9WUP7,UCHL5_MOUSE,Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Mus musculus OX=10090 ,Uchl5,10264600,8943320,2623860,8183640,8177040,10866600,8272810,7053810,9814140,11319200,10009900,5035440,5029630,6438230,7147960,10447500,8982210,6971880
P52623,UCK1_MOUSE,Uridine-cytidine kinase 1 OS=Mus musculus OX=10090 ,Uck1,1119940,763536,1064910,758073,1010630,926192,1139300,1262580,676163,1061340,523895,849462,1164150,1267370,901172,,932816,825749
Q91YL3,UCKL1_MOUSE,Uridine-cytidine kinase-like 1 OS=Mus musculus OX=10090 ,Uckl1,2873210,5754710,3650710,6333440,5640270,5685310,4738270,5905980,4758110,5107510,5175360,3847600,7254930,5022370,4638980,3604200,6237520,5120540
P56501,UCP3_MOUSE,Putative mitochondrial transporter UCP3 OS=Mus musculus OX=10090 ,Ucp3,,,,,,,3937180,3016690,,,,,,,,,,
Q3U1V6,UEVLD_MOUSE,Ubiquitin-conjugating enzyme E2 variant 3 OS=Mus musculus OX=10090 ,Uevld,1321010,1110530,1288190,1207320,1157370,964745,838242,1377250,1000930,1399080,1357240,1422630,979314,1377700,,1254960,1008430,1251530
Q9CR09,UFC1_MOUSE,Ubiquitin-fold modifier-conjugating enzyme 1 OS=Mus musculus OX=10090 ,Ufc1,,1141290,,1973710,8684280,3424280,10396200,6597780,529027,,6766670,10939100,4267640,11021000,5688140,,3048550,4107620
P70362,UFD1_MOUSE,Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Mus musculus OX=10090 ,Ufd1,1472460,3793290,2764260,4259520,4117300,4605220,4123660,5837860,5323610,3980000,4515770,3063180,3491650,4402980,4601340,4189660,5569380,3907630
Q8CCJ3,UFL1_MOUSE,E3 UFM1-protein ligase 1 OS=Mus musculus OX=10090 ,Ufl1,1749020,3120050,9096300,2937430,2148010,3041230,3485020,4182600,2689390,1423940,2726760,1285480,2861770,3213050,5721710,1910880,4538360,4158040
P61961,UFM1_MOUSE,Ubiquitin-fold modifier 1 OS=Mus musculus OX=10090 ,Ufm1,19834300,28867100,11172300,22210100,19123700,21396600,20684300,24929000,13297100,,24331600,22815500,22920100,15786200,21198200,18296000,19667300,25326700
Q99K23,UFSP2_MOUSE,Ufm1-specific protease 2 OS=Mus musculus OX=10090 ,Ufsp2,1991370,1291470,,1984010,1225860,1888500,2073730,1977750,1923830,,2376030,1254120,1685230,2192300,1595210,893336,1980420,2110140
O70475,UGDH_MOUSE,UDP-glucose 6-dehydrogenase OS=Mus musculus OX=10090 ,Ugdh,1499760,1698510,2367630,2018790,1317670,1514820,1844120,1398930,1575470,1906920,1269000,1547710,1501750,2009310,2155180,1882730,1752530,904634
Q6P5E4,UGGG1_MOUSE,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus OX=10090 ,Uggt1,4128680,9475040,7810970,12102300,8759810,9400340,9025830,11189700,9959200,8239860,8736520,9554880,8651360,9150710,10979700,6505450,11559200,8665510
Q91ZJ5,UGPA_MOUSE,UTP--glucose-1-phosphate uridylyltransferase OS=Mus musculus OX=10090 ,Ugp2,18588000,19321100,19906400,18564300,20564100,25731000,44929000,51722400,22977100,21785200,18897000,20493700,23184200,19375100,20519800,24028400,22106700,16090700
Q64676,CGT_MOUSE,2-hydroxyacylsphingosine 1-beta-galactosyltransferase OS=Mus musculus OX=10090 ,Ugt8,10344800,8107140,9700770,11548300,10646500,10561700,7234330,5020570,7622610,10594800,7541290,9517560,6275280,6978860,8410590,6551140,9004210,9547700
Q3U3Q1,ULK3_MOUSE,Serine/threonine-protein kinase ULK3 OS=Mus musculus OX=10090 ,Ulk3,,,,320793,,475819,,617776,430968,,226334,278323,464185,258707,323167,587818,406872,536858
Q91X17,UROM_MOUSE,Uromodulin OS=Mus musculus OX=10090 ,Umod,,,,,1761950,2319650,9811240,4426260,,635436,,,,,,,,
P13439,UMPS_MOUSE,Uridine 5'-monophosphate synthase OS=Mus musculus OX=10090 ,Umps,2951460,3162590,1651660,2729440,3403460,3160610,2983810,2016180,2953930,3674750,2318490,2895020,3097710,2832090,3516550,2650050,2207540,3253640
Q8C4B4,U119B_MOUSE,Protein unc-119 homolog B OS=Mus musculus OX=10090 ,Unc119b,492283,354558,454161,724234,,535833,449381,,,563948,566689,580587,735969,742951,704900,514079,640424,545833
Q99KD5,UN45A_MOUSE,Protein unc-45 homolog A OS=Mus musculus OX=10090 ,Unc45a,2892780,1248260,2492220,2340530,2267420,2381210,2702500,1639510,2652150,2543250,2632450,2307860,2085440,2539160,2380070,2225530,2319970,2097040
Q8CGY6,UN45B_MOUSE,Protein unc-45 homolog B OS=Mus musculus OX=10090 ,Unc45b,,,,,,,,10703700,,,,,,,,,,
Q9EPU0,RENT1_MOUSE,Regulator of nonsense transcripts 1 OS=Mus musculus OX=10090 ,Upf1,4124040,5059790,3162170,8232060,4716670,6587730,6862860,7213280,4875260,6634920,5496260,9331630,6391540,5972560,6575240,4344530,6456100,5821930
A2AT37,RENT2_MOUSE,Regulator of nonsense transcripts 2 OS=Mus musculus OX=10090 ,Upf2,,834010,846695,868594,903597,988254,665373,,,801276,,869414,879313,764917,812462,,771427,771358
Q9CWU6,UQCC1_MOUSE,Ubiquinol-cytochrome c reductase complex assembly factor 1 OS=Mus musculus OX=10090 ,Uqcc1,,4648080,,1728950,1992350,1949240,3158360,3965920,1059380,,2617420,2017560,2288060,2181160,2861580,,2020280,2538210
Q8R1I1,QCR9_MOUSE,Cytochrome b-c1 complex subunit 9 OS=Mus musculus OX=10090 ,Uqcr10,1504930,4089830,,3503940,2007150,2380850,6258470,9113130,4226670,389369,4234950,1663550,4310110,2329280,2882040,5196010,2423970,3902700
Q9D855,QCR7_MOUSE,Cytochrome b-c1 complex subunit 7 OS=Mus musculus OX=10090 ,Uqcrb,7446790,8939380,5309770,8926580,8100260,8735830,21064300,24940800,9690210,6215760,9277070,10567000,11635600,9233180,8871260,9593340,9732310,8591540
Q9CZ13,QCR1_MOUSE,"Cytochrome b-c1 complex subunit 1, mitochondrial OS=Mus musculus OX=10090 ",Uqcrc1,35571400,36544500,37344700,26657200,32570200,28287900,85874200,77497800,35447200,34277500,29259800,37043700,33536900,34184800,32556900,33204500,26347700,29345000
Q9DB77,QCR2_MOUSE,"Cytochrome b-c1 complex subunit 2, mitochondrial OS=Mus musculus OX=10090 ",Uqcrc2,21903600,18117400,21588800,20893700,17903200,20360000,55004200,51956500,23125400,21532900,19160400,21981700,21000300,20882700,21827600,21686900,23265900,18841800
Q9CR68,UCRI_MOUSE,"Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Mus musculus OX=10090 ",Uqcrfs1,29878000,24975200,36294700,27363200,27997000,24738700,72016300,64535400,35372200,35361400,23492200,26559300,24690100,29067100,23862100,35299400,27206300,22764200
P99028,QCR6_MOUSE,"Cytochrome b-c1 complex subunit 6, mitochondrial OS=Mus musculus OX=10090 ",Uqcrh,35993000,20082800,,28670900,21560400,22605500,65543300,55111200,38301000,57667500,28219800,29030200,27781600,24719000,22446900,48899500,24193200,24177700
Q9CQ69,QCR8_MOUSE,Cytochrome b-c1 complex subunit 8 OS=Mus musculus OX=10090 ,Uqcrq,7026710,7380050,8093780,7356300,7374790,6493740,16827900,20710800,7864040,7093620,9075660,6706960,9882980,8283490,7402480,10432400,7404840,7623690
Q9D2P4,URM1_MOUSE,Ubiquitin-related modifier 1 OS=Mus musculus OX=10090 ,Urm1,,,,803812,,,,562844,867292,,1381700,,739358,730595,759337,915109,,914359
P70697,DCUP_MOUSE,Uroporphyrinogen decarboxylase OS=Mus musculus OX=10090 ,Urod,4090180,4272220,5033820,3959010,3056330,4246990,5262210,4391410,4534720,3492830,3821520,3468300,3933150,3748950,3486680,4305260,3817470,4375680
P51163,HEM4_MOUSE,Uroporphyrinogen-III synthase OS=Mus musculus OX=10090 ,Uros,3911640,5052700,3866100,4215990,2794730,4383480,6125610,4560070,6104060,4573070,4473750,3297640,4446720,3215650,3929210,5351990,4005190,4757960
Q9Z1Z0,USO1_MOUSE,General vesicular transport factor p115 OS=Mus musculus OX=10090 ,Uso1,6489560,6248190,6624980,5477720,5552320,6074070,5778820,6392510,6043490,6536150,6198430,6597820,6360890,6739880,6126370,5738360,6880470,5473180
P52479,UBP10_MOUSE,Ubiquitin carboxyl-terminal hydrolase 10 OS=Mus musculus OX=10090 ,Usp10,714767,419674,,574526,432952,340453,562052,578192,522203,798982,437078,,463812,457501,529385,384606,520396,463299
Q99K46,UBP11_MOUSE,Ubiquitin carboxyl-terminal hydrolase 11 OS=Mus musculus OX=10090 ,Usp11,,487286,,,543191,328563,426592,,,,323073,,,502282,,491730,,
Q5BKP2,UBP13_MOUSE,Ubiquitin carboxyl-terminal hydrolase 13 OS=Mus musculus OX=10090 ,Usp13,2386100,2136460,2132240,1896470,1718600,2171660,,2502170,3183620,1638600,2540890,2203650,2565950,1821410,2329880,2168000,2041400,2316150
Q9JMA1,UBP14_MOUSE,Ubiquitin carboxyl-terminal hydrolase 14 OS=Mus musculus OX=10090 ,Usp14,23813800,20409700,22865500,19931300,22513100,22594200,24375600,20821200,21675900,9412760,19458200,19953800,18165800,20564900,16240100,21004100,22094500,21049100
Q8R5H1,UBP15_MOUSE,Ubiquitin carboxyl-terminal hydrolase 15 OS=Mus musculus OX=10090 ,Usp15,2684020,2445360,2380080,2548550,3081690,2850310,2995700,3680970,1766890,2028610,3290530,2821190,2698360,2743590,2866560,2146970,2628940,2747280
Q3UJD6,UBP19_MOUSE,Ubiquitin carboxyl-terminal hydrolase 19 OS=Mus musculus OX=10090 ,Usp19,,,,477590,361319,438065,387760,459881,,,345360,238126,412179,331114,249584,542667,682910,309573
B1AY13,UBP24_MOUSE,Ubiquitin carboxyl-terminal hydrolase 24 OS=Mus musculus OX=10090 ,Usp24,876286,566697,614470,508103,582696,568218,607377,617558,511615,648069,764058,534842,,553458,702972,545924,,311271
P57080,UBP25_MOUSE,Ubiquitin carboxyl-terminal hydrolase 25 OS=Mus musculus OX=10090 ,Usp25,1446010,1555930,1485610,1031070,1304550,1522900,795433,1273040,1126450,934657,883884,1993460,970050,901921,1142780,689068,,789808
F8VPZ3,UBP32_MOUSE,Ubiquitin carboxyl-terminal hydrolase 32 OS=Mus musculus OX=10090 ,Usp32,,1016670,,974585,869110,937832,,,835292,,,,798988,,1031700,,,1024920
Q3TIX9,UBP39_MOUSE,Ubiquitin carboxyl-terminal hydrolase 39 OS=Mus musculus OX=10090 ,Usp39,,,,,199331,,,,,,,,,,,,,
P35123,UBP4_MOUSE,Ubiquitin carboxyl-terminal hydrolase 4 OS=Mus musculus OX=10090 ,Usp4,,495288,,790964,1074660,1292330,1321840,698152,759163,,,1083450,1261410,1116180,766209,925140,862853,631815
Q8BY87,UBP47_MOUSE,Ubiquitin carboxyl-terminal hydrolase 47 OS=Mus musculus OX=10090 ,Usp47,1978360,2541120,2435840,2168080,2018980,2217980,2682010,2858340,2278190,2425740,1801550,1459080,1701900,2690780,2621530,2079080,2286130,2028580
P56399,UBP5_MOUSE,Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus OX=10090 ,Usp5,49338200,47716900,42703700,48717100,44694600,45880100,43905100,46521900,45815100,45355700,41795800,41289400,41733700,44749700,48699700,46484100,45166500,47353200
P15975,UBP53_MOUSE,Inactive ubiquitin carboxyl-terminal hydrolase 53 OS=Mus musculus OX=10090 ,Usp53,,3476700,,,,,,,,,,,,,,,,2701180
Q80XC3,US6NL_MOUSE,USP6 N-terminal-like protein OS=Mus musculus OX=10090 ,Usp6nl,,,,,673312,2051740,,,1953460,,,427104,,,,,1744980,625616
Q6A4J8,UBP7_MOUSE,Ubiquitin carboxyl-terminal hydrolase 7 OS=Mus musculus OX=10090 ,Usp7,2041190,2398560,2532930,2325910,2565410,2380410,2697510,2836180,2436550,1879170,2487220,2439350,2474730,2904500,2724110,1873580,1782440,2869750
Q80U87,UBP8_MOUSE,Ubiquitin carboxyl-terminal hydrolase 8 OS=Mus musculus OX=10090 ,Usp8,3919070,3471460,3275190,3333070,2895100,2981880,2332750,2699770,2667850,2608410,3091720,2637600,3183230,2544390,2998390,2795230,2588070,3204300
P70398,USP9X_MOUSE,Probable ubiquitin carboxyl-terminal hydrolase FAF-X OS=Mus musculus OX=10090 ,Usp9x,13458300,12537600,13017100,12769400,13123600,12391500,14474100,13686900,12879800,11649500,13958100,13841700,14865100,13776900,13217400,10414500,12094200,14022900
E9Q6R7,E9Q6R7_MOUSE,Utrophin OS=Mus musculus OX=10090 ,Utrn,59080400,53702400,59059300,58029100,62969400,61419500,57026000,56845700,48807000,54790400,55336000,60263700,56337600,61097700,56306500,44757800,54103600,63287100
Q8K245,UVRAG_MOUSE,UV radiation resistance-associated protein OS=Mus musculus OX=10090 ,Uvrag,776056,1093280,,943021,704952,1168610,1050420,686693,867764,637775,742608,1002170,648120,971405,829207,884547,895687,1015560
Q80WQ2,VAC14_MOUSE,Protein VAC14 homolog OS=Mus musculus OX=10090 ,Vac14,2245900,2225510,2253260,1883680,2858610,2169440,1550160,1719300,2395040,2633910,1924220,1946220,2021690,2002610,2015730,1867870,2220710,1457910
Q62442,VAMP1_MOUSE,Vesicle-associated membrane protein 1 OS=Mus musculus OX=10090 ,Vamp1,,4647700,,3486270,15753200,813747,,2677850,,,3524890,34632800,3883570,25076400,5762200,,3593990,4847430
P63044,VAMP2_MOUSE,Vesicle-associated membrane protein 2 OS=Mus musculus OX=10090 ,Vamp2,,1946980,7305490,,6214900,,3227950,4684520,,3629560,5153000,6738610,4877000,4570940,4924890,6138550,4638100,5908420
P63024,VAMP3_MOUSE,Vesicle-associated membrane protein 3 OS=Mus musculus OX=10090 ,Vamp3,,,,2768730,2987000,2995640,2090890,,2688410,,1569540,2657580,,3434320,1806700,1236580,,2005110
P70280,VAMP7_MOUSE,Vesicle-associated membrane protein 7 OS=Mus musculus OX=10090 ,Vamp7,1850470,2722330,2501020,2415830,2416690,2699440,3153480,3300230,1855730,3005330,2813220,2167420,3398840,1185470,2396970,2821500,3191550,2616160
O70404,VAMP8_MOUSE,Vesicle-associated membrane protein 8 OS=Mus musculus OX=10090 ,Vamp8,399861,629538,,957576,,802207,734081,1009170,1068690,773300,987185,985930,740900,1096540,1101580,1224630,1179440,987590
Q9WV55,VAPA_MOUSE,Vesicle-associated membrane protein-associated protein A OS=Mus musculus OX=10090 ,Vapa,12788900,15264300,14775900,17759600,17319800,20079500,14683800,20533600,10711100,1974790,19749200,17894800,18162200,15564400,19750400,6167810,19432100,17461700
Q9QY76,VAPB_MOUSE,Vesicle-associated membrane protein-associated protein B OS=Mus musculus OX=10090 ,Vapb,25412000,40969800,33015400,35127700,33733200,39164500,48910500,50234900,37153600,28183600,39518300,42974300,41274900,44152000,34859900,37466800,38496600,36204300
Q9Z1Q9,SYVC_MOUSE,Valine--tRNA ligase OS=Mus musculus OX=10090 ,Vars1,8829390,8497040,7684830,6977640,8621460,8284730,7993100,9563950,8523050,8049440,7523810,8173180,8008160,7923600,7939970,7165200,8310870,6398940
P70460,VASP_MOUSE,Vasodilator-stimulated phosphoprotein OS=Mus musculus OX=10090 ,Vasp,8761110,7855740,7211690,4588610,4580840,4409070,2327750,5171170,7398680,7414860,6434180,5474470,6535280,4041530,5268710,5616310,3761910,4924040
Q62465,VAT1_MOUSE,Synaptic vesicle membrane protein VAT-1 homolog OS=Mus musculus OX=10090 ,Vat1,49892800,38682000,35568400,43232600,54396100,51724500,49745500,50593200,48464300,35081400,47415100,52631400,50173800,52107900,45288100,42243700,58891100,46629400
Q80TB8,VAT1L_MOUSE,Synaptic vesicle membrane protein VAT-1 homolog-like OS=Mus musculus OX=10090 ,Vat1l,123589000,124013000,90691100,126358000,141946000,134240000,127710000,118271000,126477000,71778600,114235000,134570000,119197000,142577000,121332000,135033000,99064600,153796000
Q9R0C8,VAV3_MOUSE,Guanine nucleotide exchange factor VAV3 OS=Mus musculus OX=10090 ,Vav3,,,,396904,405221,412039,449594,457718,,,576143,,394249,,416735,,,673696
P61759,PFD3_MOUSE,Prefoldin subunit 3 OS=Mus musculus OX=10090 ,Vbp1,10125300,5991260,8723630,6101010,8538950,6355930,7135290,4572090,9631930,7496700,7428830,9393690,7600200,6175450,5430850,8924840,4096690,7153690
Q62059,CSPG2_MOUSE,Versican core protein OS=Mus musculus OX=10090 ,Vcan,10625300,10539000,9833680,11723600,10065800,10052400,9924090,9799950,17584300,14156800,10603000,8997820,9292820,10802900,10574700,18337900,11679900,11128500
Q64727,VINC_MOUSE,Vinculin OS=Mus musculus OX=10090 ,Vcl,61118400,55634700,64409900,68821800,65495600,67402900,59310300,55035800,58722700,64972900,57377900,65657000,64244300,71297200,71503400,49626900,74424600,59297100
Q01853,TERA_MOUSE,Transitional endoplasmic reticulum ATPase OS=Mus musculus OX=10090 ,Vcp,100203000,101541000,99354900,88284800,93787200,94774000,100363000,90641900,87632200,97300100,103588000,98207200,91186700,87394700,87138000,79369300,87573800,98073100
Q8CDG3,VCIP1_MOUSE,Deubiquitinating protein VCPIP1 OS=Mus musculus OX=10090 ,Vcpip1,,1082480,1211530,1312440,1660070,1155180,777689,,764519,,1080790,1231790,834243,1009890,959940,1034130,1131060,828782
Q8C436,MT21D_MOUSE,Protein N-lysine methyltransferase METTL21D OS=Mus musculus OX=10090 ,Vcpkmt,,2839320,,2193840,3328420,2350870,,1493740,2377050,,1954230,2789180,,2441110,2771390,2049730,,2918780
Q60932,VDAC1_MOUSE,Voltage-dependent anion-selective channel protein 1 OS=Mus musculus OX=10090 ,Vdac1,86525900,98393300,107161000,83328300,86502900,91225600,190042000,202459000,92744200,85644100,99212100,101352000,101638000,84321400,84780900,96799300,91905000,92359900
Q60930,VDAC2_MOUSE,Voltage-dependent anion-selective channel protein 2 OS=Mus musculus OX=10090 ,Vdac2,103843000,106841000,118979000,91882900,89821200,91504900,109402000,139491000,105284000,108927000,97555400,90607700,80686000,74249400,87464500,94248600,81181800,100572000
Q60931,VDAC3_MOUSE,Voltage-dependent anion-selective channel protein 3 OS=Mus musculus OX=10090 ,Vdac3,52460900,45762200,40012400,30118200,49573500,36336800,86016100,70334700,46861500,31406400,42904000,52922500,45735900,40882100,42035300,43838600,35539000,45209300
Q0VGU4,VGF_MOUSE,Neurosecretory protein VGF OS=Mus musculus OX=10090 ,Vgf,,1304750,,1194210,1001460,736097,1213620,1611880,1939860,2017910,1223300,444522,1066460,1139820,,1882290,1794650,1033890
P20152,VIME_MOUSE,Vimentin OS=Mus musculus OX=10090 ,Vim,1011030000,877248000,1005380000,1104720000,1278090000,1124300000,1117830000,1059300000,1149640000,1023590000,906940000,1349580000,1153050000,1490030000,1252660000,908838000,1385810000,1044940000
